id,event_time,action,resource,actor_id,request_id,trace_id,payload
19,2025-11-13 06:42:09.929+09,REST_UNAUTHORIZED_GUARD,"/openDolphin/resources/lab/module/WEB1001,0,5",1.3.6.1.4.1.9414.72.103:doctor1,parity-lab-report-20251112TlabReportZ1,parity-lab-report-20251112TlabReportZ1,17625
