event_time_utc	action	trace_id	status	uid
2025-11-13T13:25:41Z	SYSTEM_LICENSE_CHECK	20251122TlicenseNightlyZ1	success	UIDSEEDMOCK-20251122TlicenseNightlyZ1
2025-11-13T13:31:03Z	SYSTEM_LICENSE_CHECK	20251122TlicenseNightlyZ1	success	UIDSEEDMOCK-20251122TlicenseNightlyZ1
2025-11-13T13:32:27Z	SYSTEM_LICENSE_CHECK	20251122TlicenseNightlyZ1	success	UIDSEEDMOCK-20251122TlicenseNightlyZ1
2025-11-13T13:34:05Z	SYSTEM_LICENSE_CHECK	20251122TlicenseNightlyZ1	success	UIDSEEDMOCK-20251122TlicenseNightlyZ1
